"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.397166521E0,6.390190125E-2,9.685850143E-2,1.701155901E-1,2.059231320E-1
1.415262407E0,-3.234071732E-1,6.068358421E-1,2.003981590E0,2.118675094E0
1.433356401E0,-1.979288101E0,-9.002542496E-2,-1.946192384E-1,1.990869813E0
1.451458635E0,2.537817001E0,3.081583977E-1,1.569664001E0,2.999886966E0
1.469552874E0,4.880463600E0,5.685696602E0,1.542116165E0,7.650110657E0
1.487631486E0,3.494615555E0,1.947268367E0,5.321976662E0,6.657899635E0
1.505748063E0,-8.102897644E0,-1.780439615E0,6.710766792E0,1.067058135E1
1.523842974E0,-5.909998894E0,3.732505322E0,5.093103886E0,8.648664064E0
1.541939287E0,-2.443004608E0,4.785819054E0,2.629052639E0,5.981994091E0
1.560035539E0,-2.185706615E0,2.365409851E0,1.696009755E0,3.639907452E0
1.578132525E0,-3.024839401E0,1.977334023E0,2.683975458E0,4.501469482E0
1.596228655E0,-2.061962128E0,2.366536379E0,-1.013157606E0,3.298282975E0
1.614325579E0,-3.259334564E-1,2.331475496E0,5.413668156E-1,2.415592813E0
1.632421708E0,-1.196783066E0,-2.533970475E-1,4.539053917E0,4.701011618E0
1.650518816E0,3.139990807E0,2.097110748E0,2.586877108E0,4.577045873E0
1.668603654E0,-3.936424732E0,-4.415873528E0,8.237078667E0,1.014124468E1
1.686712542E0,-4.559431553E0,-4.623568535E0,4.088207722E0,7.673281205E0
1.704808549E0,-4.039852142E0,-6.284640312E0,6.843687296E-1,7.502364277E0
1.722905656E0,-2.974625587E0,-8.161440849E0,-4.877965450E-1,8.700313764E0
1.740999346E0,3.305909157E0,-1.016843414E1,1.843993425E0,1.085017972E1
1.759099443E0,1.273396492E0,-1.562689495E1,3.405464172E0,1.604426909E1
1.777197222E0,5.171474457E0,-1.211928082E1,1.652464867E-1,1.317757269E1
1.795291643E0,4.221872807E0,-8.736528397E0,2.312292099E0,9.974860058E0
1.813388567E0,5.604946613E0,-3.888194561E0,2.164497852E0,7.156712544E0
1.831485186E0,2.150696754E0,-3.761823654E0,7.415288925E0,8.588557712E0
1.849581376E0,4.231854439E0,-7.305040359E-1,6.040737629E-1,4.336719180E0
1.867678362E0,-2.217893124E0,1.462332726E0,3.914888620E0,4.731154174E0
1.885774980E0,-2.077095985E0,2.995742559E0,-1.836948395E-1,3.650006166E0
1.903872026E0,-5.744047165E-1,1.652850151E0,-6.887259483E-1,1.880478086E0
1.921967974E0,1.972653866E0,1.014822483E0,-1.771724224E-1,2.225447823E0
1.940064775E0,3.556038380E0,1.212927341E0,-2.011293173E0,4.261678299E0
1.958161272E0,4.019297600E0,-1.696510315E-1,3.033988476E-1,4.034301120E0
1.976258440E0,4.350975037E0,1.037235260E-1,1.800925493E0,4.710103499E0
1.994342729E0,3.797972202E0,5.452156067E-2,1.277056932E0,4.007298324E0
2.012451372E0,3.265174389E0,1.603247166E0,1.624773383E0,3.983924423E0
2.030548234E0,4.357134342E0,4.308085442E0,1.951814532E0,6.430692017E0
2.048645159E0,3.719065189E0,6.866888523E0,3.670680523E-1,7.817950040E0
2.066741166E0,2.486120462E0,6.504011154E0,-1.167876244E0,7.060233068E0
2.084837725E0,2.243392229E0,5.531224251E0,-2.281710148E0,6.390105759E0
2.102934220E0,2.867710352E0,4.630976677E0,3.130084276E-2,5.447080630E0
2.121019671E0,2.689708948E0,3.861348629E0,1.918929577E0,5.082011234E0
2.139106035E0,2.367469311E0,4.346159458E0,-1.753296375E0,5.250529607E0
2.157227373E0,6.124715805E-1,3.302907944E0,-2.890903234E0,4.431889420E0
2.175320695E0,1.591480494E0,3.407047749E0,3.859217644E0,5.388352749E0
2.193414446E0,3.842252254E0,3.274708748E0,7.518997192E0,9.056596411E0
2.211517778E0,5.161592484E0,3.577070236E-1,2.236064076E-1,5.178802092E0
2.229610735E0,6.968503952E0,-4.931707382E0,1.297122359E0,8.635062909E0
2.247691057E0,7.121334076E0,-3.007797241E0,9.722406387E0,1.242116859E1
2.265804277E0,4.983703613E0,-3.771107674E0,1.157997036E1,1.315880953E1
2.283900285E0,3.222520351E0,-4.926574707E0,5.646640778E0,8.157225498E0
2.301997636E0,1.666199088E0,-7.383346558E0,2.198029041E0,7.881710313E0
2.320094134E0,1.526479244E0,-8.234930992E0,1.443647623E0,8.498726127E0
2.338190324E0,2.665774345E0,-8.675889015E0,-7.626962185E0,1.185529229E1
2.356287798E0,4.003200531E0,-4.741592407E0,-1.108859158E1,1.270689483E1
2.374383622E0,3.260651350E0,-2.140630722E0,-5.660814285E0,6.874515655E0
2.392480303E0,1.995475650E0,3.462213516E0,-8.158490658E-1,4.078535914E0
2.410577288E0,-3.084301353E-1,5.076890945E0,8.456016183E-1,5.156063704E0
2.428673723E0,-2.655706644E0,3.283535004E0,1.179282665E-1,4.224723302E0
2.446770586E0,-3.481248140E0,8.740835190E-1,-9.930685759E-1,3.724150347E0
2.464866899E0,-2.370649815E0,3.947391510E-1,2.806422710E-1,2.419619727E0
2.482961015E0,-1.619623065E0,1.185100555E0,1.566462040E0,2.545868324E0
2.501062883E0,-1.366152763E0,1.883527756E0,1.358483791E0,2.694351200E0
2.519156877E0,-1.331031322E-3,1.796101093E0,4.547029972E0,4.888912198E0
2.537253618E0,3.745518446E0,6.001186371E-1,4.137560844E0,5.613239755E0
2.555338701E0,5.605908394E0,-2.466421127E-1,-1.482002020E0,5.803737696E0
2.573446428E0,4.489799500E0,-2.098598480E-1,1.502092481E0,4.739052914E0
2.591543230E0,1.106435299E0,2.512012482E0,4.376669884E0,5.166202188E0
2.609640275E0,-3.777781963E0,2.847588539E0,2.728370667E0,5.461172360E0
2.627736956E0,-1.073419452E0,6.408591270E0,-5.892429352E-1,6.524528997E0
2.645832780E0,-6.170908213E-1,1.722736835E0,-9.380879402E-1,2.056363847E0
2.663930193E0,1.976181567E-2,-1.737915039E0,4.285748005E0,4.624756769E0
2.682026567E0,-9.402863979E-1,7.741346359E-1,5.467241287E0,5.601263272E0
2.700123125E0,-3.433251858E0,9.135758400E0,2.248236895E0,1.001518193E1
2.718219378E0,-6.665720463E0,1.285706234E1,-3.898801088E0,1.499788422E1
2.736316545E0,-7.911108017E0,-3.206338882E0,4.419273138E-1,8.547604275E0
2.754401873E0,-4.153420448E0,-1.360817146E1,6.437396526E0,1.561644345E1
2.772509966E0,-4.994900227E-1,-1.098863888E1,7.179517746E0,1.313564425E1
2.790606279E0,3.636970282E0,-2.286916733E0,2.398463726E0,4.920383036E0
2.808703020E0,5.832590103E0,-6.663074493E-1,1.853307366E0,6.156120623E0
2.826799517E0,5.488116741E0,-1.135438919E0,1.406899095E-1,5.606107433E0
2.844896563E0,2.673968315E0,-8.711481094E-1,-4.050440788E0,4.931031957E0
2.862993425E0,-1.068924665E0,-1.881333351E0,-8.091934204E0,8.376241059E0
2.881085527E0,-1.209626675E0,-3.443774223E0,-9.553816795E0,1.022732580E1
2.899188737E0,2.079729795E0,-2.424286842E0,-4.414502382E-1,3.224487716E0
2.917282854E0,4.737003803E0,-2.742400169E0,-1.904703259E0,5.795503276E0
2.935379228E0,4.454141140E0,-5.502519608E-1,-6.835393429E0,8.177087125E0
2.953476030E0,2.072172165E-1,-4.117456436E0,-3.365605831E0,5.322000478E0
2.971572527E0,1.194162369E-1,-5.027920723E0,9.314179420E-1,5.114859374E0
2.989667680E0,3.382017612E-1,-3.312701225E0,5.196901798E0,6.172208530E0
3.007759600E0,4.147654772E-1,-2.608469009E0,2.215705156E0,3.447533947E0
3.025862505E0,2.942299843E0,-1.274434090E0,-2.622795582E0,4.142507366E0
3.043958818E0,4.800507069E0,1.304611206E0,8.883126974E-1,5.053313563E0
3.062044329E0,2.293008804E0,5.591156960E0,-1.980611801E0,6.359382724E0
3.080152177E0,-4.938215256E0,5.724982262E0,-1.315976429E1,1.517698218E1
3.098248919E0,-7.164510727E0,1.786001205E0,-1.222586870E0,7.484299093E0
3.116345537E0,-6.676890850E0,-1.264333725E0,1.170059299E1,1.353082731E1
3.134430620E0,-6.361825943E0,-2.446754456E0,9.152173996E0,1.141147342E1
3.152538774E0,-4.978762150E0,4.338855743E-1,1.014807940E0,5.099623946E0
3.170635515E0,-1.167486668E0,3.930601597E0,2.896404982E0,5.020141019E0
3.188732255E0,1.924900413E-1,8.589859009E-1,3.970078468E0,4.066501228E0
3.206828875E0,-1.021820664E0,-2.747296333E0,1.348565340E0,3.226512527E0
3.224924882E0,-3.515168428E-1,-3.915458679E0,-8.271491528E-1,4.017282226E0
3.243018877E0,-2.806758881E-1,-1.174205780E0,-6.858640909E-1,1.388505570E0
3.261121232E0,1.218218565E0,9.164428711E-1,2.392462730E0,2.836864805E0
3.279215471E0,2.109749794E0,1.914959908E0,6.311463833E0,6.924788181E0
3.297311601E0,3.367136955E0,8.612604141E-1,3.958314419E0,5.267602283E0
3.315405718E0,4.089160919E0,-1.036972046E0,-3.913483620E-1,4.236708816E0
3.333507890E0,2.082023621E0,-1.473317146E0,-2.928039551E0,3.883156111E0
3.351602068E0,2.897982597E-1,-6.286811829E-2,-1.560676575E0,1.588599006E0
3.369697770E0,4.853959084E-1,1.311324120E0,-1.349165201E0,1.943045773E0
3.387795061E0,2.448902130E-1,2.585446835E0,-9.861516953E-1,2.777949193E0
3.405897111E0,2.215373516E-1,3.444777966E0,2.084934950E0,4.032682454E0
3.423977190E0,2.524274588E0,3.008441925E0,3.391249418E0,5.188762630E0
3.442084489E0,9.628633499E0,2.705682755E0,3.093458414E0,1.046903946E1
3.460181535E0,5.469060898E0,-2.381076813E0,-2.234489441E0,6.369701481E0
3.478278277E0,6.330505371E0,-7.612233162E0,-1.845010185E1,2.093866401E1
3.496374834E0,1.252885056E1,-1.627683640E-1,6.103692055E0,1.393749068E1
3.514468279E0,5.349316597E0,6.047592163E-1,3.940910816E0,6.671708913E0
3.532570390E0,-3.228476524E0,-1.542349815E0,-5.327291489E0,6.417315500E0
3.550664385E0,-1.472051382E0,-1.349395752E0,-9.023055077E0,9.241392053E0
3.568761614E0,3.088953733E0,-1.597632408E0,-5.978229046E0,6.916161291E0
3.586857560E0,5.884708881E0,-1.265151024E0,9.556185007E-1,6.094555968E0
3.604953936E0,8.354276657E0,-2.263740540E0,5.793107748E-1,8.674909836E0
3.623051103E0,5.804073334E0,-9.238230705E0,4.454027176E0,1.178433417E1
3.641147478E0,1.092088223E-1,-1.069236088E1,-6.097550869E0,1.230929057E1
3.659244402E0,-5.605157852E0,-2.801942825E0,-5.248806000E0,8.174267097E0
3.677340470E0,-8.326047897E0,-4.290549278E0,-1.498578072E0,9.485653532E0
3.695437456E0,-9.088125229E0,-4.643248558E0,5.520355225E0,1.160293494E1
3.713534014E0,-6.995099545E0,-6.160946846E0,6.163281441E0,1.117473587E1
3.731630265E0,-1.578039646E0,-3.119707108E0,3.896499395E0,5.235025224E0
3.749727373E0,7.502972484E-1,-7.041721344E-1,2.636494637E0,2.830178144E0
3.767821183E0,5.819308758E-1,4.505748749E-1,2.628311634E0,2.729410799E0
3.785909746E0,-3.261678517E-1,5.938796997E-1,4.044308662E0,4.100672033E0
3.804016557E0,-1.242327690E0,1.597939968E0,3.148597956E0,3.743054811E0
3.822113786E0,-1.144605160E0,3.463320255E0,2.893373489E0,4.655783319E0
3.840210344E0,-1.482600212E0,4.923554897E0,2.287356377E0,5.627743367E0
3.858307390E0,-1.322507858E0,5.601525307E0,3.490616083E0,6.731308449E0
3.876403154E0,-2.543357134E0,6.024701595E0,4.086993217E0,7.711628128E0
3.894500139E0,-4.125346661E0,5.317552567E0,3.135152578E0,7.424556018E0
3.912597063E0,-3.877522469E0,4.775856018E0,9.099190235E-1,6.218676212E0
3.930693438E0,-1.426356554E0,4.577580929E0,-2.106790543E-1,4.799283889E0
3.948789811E0,2.048549414E0,5.311600685E0,-8.183021545E-1,5.751458507E0
3.966886857E0,9.355853081E0,6.893254280E0,-2.567571878E0,1.190131786E1
3.984983416E0,1.291042423E1,9.173812866E0,-2.404411077E0,1.601933485E1
4.003077959E0,6.722021103E0,6.840373993E0,-1.851654291E0,9.767543585E0
4.021178728E0,3.246254206E0,4.288852215E0,1.809787750E-2,5.378916919E0
4.039273211E0,-6.579616070E-1,2.672603607E0,1.467227459E0,3.119051127E0
4.057369463E0,-5.211085796E0,3.128243446E0,-9.555637360E0,1.132481910E1
4.075466692E0,4.017747402E0,-1.120284081E0,1.987545848E0,4.620353786E0
4.093562639E0,-5.399768829E0,-3.038262177E1,-2.162315369E0,3.093439536E1
4.111652605E0,-8.675211668E-1,-2.629367828E1,1.563675404E-1,2.630845038E1
4.129756486E0,-2.774904966E0,-1.475749111E1,4.639267921E-2,1.501618439E1
4.147852983E0,-5.601644993E0,-1.951815224E1,1.729090333E0,2.037955953E1
4.165949357E0,-4.120361805E0,-2.287263680E1,5.261950493E-1,2.324675841E1
4.184046038E0,-2.749337673E0,-1.852077293E1,1.529073715E-1,1.872434961E1
4.202139971E0,-4.849931002E-1,-1.533348656E1,1.247664928E0,1.539180613E1
4.220243669E0,2.717026234E0,-1.101903820E1,1.648040771E0,1.146810677E1
4.238334246E0,4.111824036E0,-6.393667221E0,9.808385372E-2,7.602348182E0
4.256420793E0,3.988492489E0,-1.583750725E0,-9.472831488E-1,4.394733673E0
4.274529314E0,1.709899426E0,3.163579464E0,-4.751263142E0,5.958732458E0
4.292626116E0,8.089975119E-1,1.026058102E1,-4.880915642E0,1.139110782E1
4.310722246E0,2.684326410E0,1.157635212E1,-4.995229721E0,1.289068876E1
4.328819109E0,4.496430874E0,1.060841942E1,-7.016797066E0,1.349043714E1
4.346916033E0,2.892274380E0,1.040779018E1,2.005923390E-1,1.080405410E1
4.365011919E0,1.890537500E0,1.119442463E1,6.220174313E0,1.294526335E1
4.383108476E0,1.151149750E0,9.582924843E0,6.547883034E0,1.166329141E1
4.401205705E0,1.230077028E0,9.604095459E0,2.513227701E0,1.000340205E1
4.419301836E0,2.070351124E0,1.112839508E1,-1.174984336E0,1.138016340E1
4.437393206E0,1.743216634E0,1.098704815E1,3.061268330E-1,1.112869017E1
4.455495195E0,1.368311405E0,9.762088776E0,2.816172600E0,1.025190136E1
4.473591936E0,8.765976429E-1,8.362610817E0,4.170776844E0,9.386003547E0
4.491688677E0,-1.409340620E0,7.266464233E0,3.776644468E0,8.309680311E0
4.509782610E0,-4.295656681E0,6.296329498E0,6.106201410E-1,7.646521329E0
4.527886125E0,-6.090121269E0,6.771203041E0,-1.712751865E0,9.266730095E0
4.545978106E0,-5.123468399E0,7.735567093E0,5.111961365E-1,9.292483423E0
4.564075090E0,-3.634935617E0,8.923937798E0,2.293774128E0,9.905090737E0
4.582160051E0,-1.973139286E0,9.793645859E0,2.328874111E0,1.025828604E1
4.600268083E0,-1.742483497E0,1.090114784E1,2.280372620E0,1.127259386E1
4.618365130E0,-2.059998989E0,1.107017326E1,3.279854298E0,1.172816167E1
4.636461565E0,-1.716127634E0,1.081874943E1,4.666853905E0,1.190671905E1
4.654556047E0,-1.080301523E0,9.947954178E0,5.631805897E0,1.148242489E1
4.672656450E0,8.466829062E-1,8.369029999E0,4.595355034E0,9.585135521E0
4.690751238E0,5.104729652E0,4.751577377E0,-8.279554367E0,1.082528396E1
4.708847612E0,3.588143826E0,-9.596624374E0,4.992883682E0,1.139731824E1
4.726944658E0,-1.038994122E1,-2.297172928E1,-6.484675884E0,2.603271491E1
4.745030839E0,1.114887142E1,-2.819769287E1,1.424027824E1,3.349914539E1
4.763135271E0,2.694144249E1,-3.518443298E1,-1.121878242E1,4.571265390E1
4.781237077E0,2.516160965E1,-3.912532806E1,-2.454717827E1,5.259716587E1
4.799331133E0,-5.047553778E-1,-2.892918396E1,-9.267262459E0,3.038148476E1
4.817426836E0,2.479793310E0,-2.389079475E1,3.648402691E0,2.429465561E1
4.835523149E0,-1.045248747E0,-1.638674355E1,4.728783131E0,1.708740176E1
4.853622148E0,-1.073584080E0,-1.259076309E1,1.635249019E0,1.274181845E1
4.871717485E0,2.956023693E0,-8.303629875E0,-2.650164127E0,9.203896733E0
4.889813859E0,8.096879959E0,-2.346711159E0,-5.011299133E0,9.807121766E0
4.907910417E0,9.291258812E0,2.949642658E0,-2.855227470E0,1.015776580E1
4.926002154E0,4.821018696E0,7.714735985E0,-2.993358970E-1,9.102141207E0
4.944103838E0,4.238524735E-1,1.040036392E1,1.968261957E0,1.059345438E1
4.962200273E0,-1.722729683E0,1.284629059E1,8.457991481E-1,1.298885506E1
4.980297259E0,-3.670073509E0,1.392092323E1,-7.558447719E-1,1.441640886E1
4.998393938E0,-2.134164095E0,1.264075661E1,-3.776540756E0,1.336434226E1
5.016487566E0,-2.927391231E-1,1.027468491E1,-1.857985854E-1,1.028053341E1
5.034589372E0,8.445904255E-1,9.752037048E0,4.377698898E0,1.072286376E1
5.052683245E0,1.213681102E0,1.014885616E1,4.386798382E0,1.112278307E1
5.070776445E0,8.798833489E-1,8.710508347E0,5.274135590E0,1.022074638E1
5.088876848E0,9.172639847E-1,8.160993576E0,5.298634529E0,9.773367753E0
5.106972978E0,1.819340229E0,8.657943726E0,2.926085472E0,9.318367057E0
5.125070208E0,1.655560970E0,9.589506149E0,-2.647171021E-1,9.734967152E0
5.143166399E0,5.963143110E-1,9.748549461E0,-9.769593477E-1,9.815511037E0
5.161263079E0,-1.225465059E0,9.333045006E0,3.289617300E-1,9.418901715E0
5.179359208E0,-2.836884022E0,8.776704788E0,1.769128799E0,9.391926033E0
5.197444475E0,-3.367760658E0,8.751938820E0,1.758624792E0,9.541017038E0
5.215552568E0,-2.185146332E0,9.254660606E0,-8.938658237E-2,9.509552954E0
5.233638872E0,-1.096315265E0,9.581882477E0,-2.326897860E0,9.921130611E0
5.251744829E0,-4.580998421E-1,9.489324570E0,-2.032275677E0,9.715311662E0
5.269843950E0,3.515045643E-1,9.833752632E0,8.068911433E-1,9.873060296E0
5.287939409E0,-7.106205821E-1,9.785590172E0,3.466765404E0,1.040582620E1
5.306036028E0,-2.426299810E0,8.574185371E0,4.265044212E0,9.878977057E0
5.324131913E0,-1.356272340E0,5.915100098E0,-4.134264469E0,7.343025706E0
5.342229082E0,5.845582962E0,-2.600621223E0,-1.381753922E1,1.522689925E1
5.360325884E0,-4.398301601E0,-1.799476624E1,8.925500870E0,2.056261741E1
5.378422442E0,6.602808475E0,-2.654352379E1,2.283382607E1,3.563059567E1
5.396518388E0,1.855421066E1,-2.976837921E1,1.622294426E0,3.511476859E1
5.414615556E0,2.304454041E1,-3.547052002E1,-2.282429504E1,4.806409343E1
5.432712359E0,4.442912102E0,-3.117625046E1,-9.734468460E0,3.296146139E1
5.450808977E0,5.088873863E0,-2.374979019E1,8.960059166E0,2.588883604E1
5.468904924E0,1.906112909E0,-1.864327431E1,8.682783127E0,2.065419246E1
5.487002093E0,-1.893674016E0,-1.485912704E1,4.333439827E0,1.559353579E1
5.505098528E0,-2.494339228E0,-1.360523701E1,2.330305576E0,1.402692148E1
5.523173723E0,1.882178187E0,-5.133562088E0,-2.196956635E0,5.892594751E0
5.541294877E0,3.543785572E0,7.613458633E-1,-3.572477818E0,5.089269246E0
5.559388628E0,2.813591003E0,6.823314667E0,-2.287327528E0,7.726951831E0
5.577484941E0,-9.044200182E-2,1.113397408E1,-1.372602224E0,1.121862716E1
5.595582232E0,-1.288939476E0,1.365570641E1,-2.985872269E0,1.403763212E1
5.613677995E0,-5.075798631E-1,1.530667877E1,-4.237465858E0,1.589050563E1
5.631774981E0,1.737787247E0,1.369089317E1,-4.121681690E0,1.440308024E1
5.649871294E0,2.811425686E0,1.026212883E1,1.420705914E-1,1.064122110E1
5.667966631E0,2.550731421E0,9.678629875E0,4.772893906E0,1.108885131E1
5.686065813E0,4.011014462E0,8.643158913E0,8.267921448E0,1.261550467E1
5.704161028E0,4.284161091E0,7.602660179E0,8.622624397E0,1.226801245E1
5.722257707E0,3.640379429E0,7.262526035E0,6.203413486E0,1.022149625E1
5.740354876E0,4.633477926E-1,8.282121658E0,-3.025808334E0,8.829708173E0
5.758450944E0,-8.734292388E-1,9.296953201E0,-3.537334919E0,9.985437186E0
5.776547747E0,-4.423792362E-1,9.933734894E0,1.417684555E0,1.004413350E1
5.794644243E0,-4.567698836E-1,1.013029575E1,4.463272095E0,1.107936499E1
5.812740434E0,-1.557756305E0,9.741932869E0,5.748341084E0,1.141819977E1
5.830837908E0,-3.447532654E0,9.175864220E0,4.874899387E0,1.094744763E1
5.848934221E0,-4.885588646E0,8.934953690E0,2.285938740E0,1.043685248E1
5.867030351E0,-3.839916229E0,9.414746284E0,7.793253660E-1,1.019753658E1
5.885115679E0,-1.679670334E0,9.694270134E0,6.466763020E-1,9.859936922E0
5.903223649E0,-4.469226599E-1,9.701101303E0,1.338417292E0,9.803186584E0
5.921320513E0,2.988550663E-1,8.911615372E0,2.618024349E0,9.293021811E0
5.939417009E0,3.980509043E-1,6.790370941E0,4.940768719E0,8.407067121E0
5.957510942E0,2.409430504E0,4.992293835E0,2.175974369E0,5.955100128E0
5.975614031E0,8.136368752E0,-2.477027893E0,-4.668107033E0,9.701926969E0
5.993705339E0,1.507338524E0,-1.526292419E1,-5.428248882E0,1.626944407E1
6.011803301E0,-5.977441072E-1,-2.588814926E1,1.913447380E1,3.219754118E1
6.029900042E0,8.163913727E0,-4.011812592E1,1.348560429E1,4.310423456E1
6.047996171E0,2.452104187E1,-3.861887360E1,-2.450924110E1,5.189799410E1
6.066093034E0,8.850489616E0,-3.160569191E1,-1.692705154E1,3.692933795E1
