"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.156876279E1,3.986011827E0,-4.987631682E0,-5.924053913E0,8.709717266E0
7.157876679E1,2.867549400E0,-9.188870162E-1,-1.027504017E0,3.181659538E0
7.158876979E1,1.441328718E0,1.708741186E0,2.211550569E0,3.144547794E0
7.159877279E1,-5.203872827E-1,2.474417118E0,3.317242676E0,4.171048067E0
7.160877579E1,-3.125918272E0,1.036287997E0,3.197001995E0,4.589779909E0
7.161877879E1,-5.648698003E0,-1.431156317E0,3.508937794E0,6.802105702E0
7.162878279E1,-7.353540850E0,-3.768974876E0,4.515777459E0,9.416580096E0
7.163878579E1,-7.664129743E0,-6.366879927E0,6.496087021E0,1.189433442E1
7.164878879E1,-6.453266106E0,-8.005994223E0,9.309560201E0,1.387113903E1
7.165879179E1,-3.916978137E0,-8.653938223E0,1.013200734E1,1.388851818E1
7.166879479E1,-6.520943534E-1,-8.455943314E0,8.509461125E0,1.201412223E1
7.167879879E1,1.801226596E0,-6.964343745E0,5.395976665E0,8.992389294E0
7.168880179E1,2.223276283E0,-3.748929452E0,2.694412175E0,5.124186417E0
7.169880479E1,-4.770275474E-1,-9.745782369E-1,4.127208052E0,4.267458766E0
7.170880779E1,-3.015122306E0,7.430197263E-1,4.551600133E0,5.510000418E0
7.171881179E1,-4.337357567E0,2.206345670E0,4.528433465E0,6.647355980E0
7.172881479E1,-4.974666066E0,3.718972412E0,5.059461218E0,8.011005311E0
7.173881779E1,-5.263884555E0,5.258817943E0,5.301564013E0,9.136204231E0
7.174882079E1,-5.034122894E0,6.283467057E0,5.703643119E0,9.866909161E0
7.175882379E1,-4.688697752E0,6.150525346E0,5.741803218E0,9.632297381E0
7.176882779E1,-4.228000601E0,5.350008779E0,5.033064548E0,8.475277091E0
7.177883079E1,-3.532558499E0,4.710456119E0,4.148470867E0,7.202581268E0
7.178883379E1,-2.612007365E0,3.787867230E0,3.561799840E0,5.818671560E0
7.179883679E1,-1.756943877E0,2.004472303E0,2.640906644E0,3.752219197E0
7.180884079E1,-6.230798846E-1,-1.551102591E-1,1.672520024E0,1.791538714E0
7.181884379E1,1.464602683E0,-2.235865923E0,1.065644528E0,2.877456464E0
7.182884679E1,3.790964500E0,-3.984357065E0,9.094197893E-1,5.574366100E0
7.183884979E1,5.745731378E0,-5.146167825E0,2.026961864E0,7.975277221E0
7.184885279E1,6.864599601E0,-5.942904752E0,8.525324621E0,1.245479845E1
7.185885679E1,6.868523083E0,-4.712087492E0,1.028305729E1,1.323335351E1
7.186885979E1,5.850208842E0,-2.342394006E0,5.173680144E0,8.153448314E0
7.187886279E1,5.088922999E0,-8.724729878E-1,3.257382976E-1,5.173437140E0
7.188886579E1,4.152180048E0,4.473587751E-1,-3.249480171E0,5.291488487E0
7.189886879E1,2.473957527E0,2.202637950E0,-7.333008353E0,8.046433451E0
7.190887279E1,9.848886323E-1,3.918449589E0,-1.103772116E1,1.175395853E1
7.191887579E1,2.945824322E-1,4.616089075E0,-1.121115776E1,1.212786525E1
7.192887879E1,4.848631087E-1,4.334698838E0,-7.945115937E0,9.063640190E0
7.193888179E1,1.103174881E0,3.722074944E0,-4.752934971E0,6.136874412E0
7.194888479E1,1.711730575E0,2.726663078E0,-2.687497843E0,4.193728384E0
7.195888879E1,2.037767811E0,1.677376721E0,-1.272160729E0,2.929928879E0
7.196889179E1,2.049900491E0,7.176778936E-1,-2.509736055E-1,2.186353433E0
7.197889479E1,1.487967572E0,1.152573913E-1,4.704435825E-1,1.564815940E0
7.198889779E1,7.862888297E-1,-4.480031383E-1,-1.544068390E-1,9.180405261E-1
7.199890179E1,2.887457415E-1,-6.329061306E-1,-9.072909643E-1,1.143293999E0
7.200890425E1,-1.722885016E-1,-2.856481791E-1,-9.706050539E-1,1.026329567E0
7.201890725E1,-6.213567102E-1,1.778220141E-1,-8.456474242E-1,1.064342236E0
7.202891025E1,-9.783917910E-1,7.769844478E-1,-3.270540673E-1,1.291479652E0
7.203891325E1,-1.250412449E0,1.334107155E0,-8.191949129E-4,1.828489504E0
7.204891725E1,-1.369673721E0,1.894915363E0,-7.688445389E-2,2.339363493E0
7.205892025E1,-1.555184532E0,2.195220757E0,-1.652926004E-1,2.695350579E0
7.206892325E1,-1.660039726E0,2.185072914E0,-1.383913153E-1,2.747622189E0
7.207892625E1,-1.491533204E0,1.776072459E0,-4.608889398E-1,2.364640203E0
7.208892925E1,-1.179541564E0,8.387175965E-1,-9.048773798E-1,1.706917860E0
7.209893325E1,-5.382657292E-1,-1.189042997E-1,-1.322209826E0,1.432517731E0
7.210893625E1,3.140384576E-1,-8.932826436E-1,-1.786515586E0,2.021932732E0
7.211893925E1,1.209049538E0,-1.437414007E0,-2.250141023E0,2.931056880E0
7.212894225E1,1.898231903E0,-1.834158114E0,-2.566892003E0,3.681895559E0
7.213894625E1,2.420818909E0,-1.919682999E0,-2.619741185E0,4.050751891E0
7.214894925E1,3.171096784E0,-1.477576777E0,-2.174740007E0,4.119293877E0
7.215895225E1,3.861778375E0,-9.411637384E-1,-1.392736017E0,4.211749638E0
7.216895525E1,4.263179497E0,-5.515824705E-1,-1.691389866E0,4.619495895E0
7.217895825E1,4.121384517E0,-3.681108767E-1,-3.413133212E0,5.363841374E0
7.218896225E1,3.646725385E0,-3.506633699E-1,-5.470521063E0,6.583932832E0
7.219896525E1,2.699429964E0,-1.010377815E0,-7.701694595E0,8.223374313E0
7.220896825E1,2.705094454E0,-2.020360942E0,-9.015280362E0,9.626768635E0
7.221897125E1,4.139655020E0,-3.022754384E0,-8.258831336E0,9.720189442E0
7.222897425E1,5.839003823E0,-3.862978808E0,-6.176712686E0,9.336399227E0
7.223897825E1,7.355192689E0,-4.368167716E0,-4.285448910E0,9.567905781E0
7.224898125E1,8.443956522E0,-4.497606944E0,-3.323427861E0,1.012788441E1
7.225898425E1,8.456899334E0,-4.292278458E0,-3.994414276E0,1.029068249E1
7.226898725E1,7.638852230E0,-3.986203031E0,-5.211791711E0,1.006998763E1
7.227899025E1,6.826081653E0,-3.874323576E0,-6.029359344E0,9.897421280E0
7.228899425E1,5.707315171E0,-3.729989735E0,-6.555813990E0,9.458592229E0
7.229899725E1,3.868268200E0,-3.953014820E0,-6.533248415E0,8.559974292E0
7.230900025E1,2.056274833E0,-4.482490137E0,-4.686274374E0,6.803098671E0
7.231900325E1,1.251823967E0,-4.526380507E0,-1.454548103E0,4.916390335E0
7.232900725E1,1.001662247E0,-4.217941051E0,1.486710713E0,4.583084410E0
7.233901025E1,6.561341947E-1,-3.955656007E0,3.355734020E0,5.228640104E0
7.234901325E1,-2.995528579E-2,-4.166542271E0,4.635226427E0,6.232679668E0
7.235901625E1,-3.155157566E-1,-4.493855370E0,5.210537483E0,6.887959578E0
7.236901925E1,-1.856730705E-1,-4.833013759E0,5.228291384E0,7.122325974E0
7.237902325E1,2.742928863E-2,-5.100925578E0,5.101892123E0,7.214533759E0
7.238902625E1,-6.871764779E-2,-5.090532153E0,4.809401532E0,7.003469341E0
7.239902925E1,-3.381836575E-1,-4.772102728E0,4.522371072E0,6.583249406E0
7.240903225E1,-7.796721205E-1,-4.166593727E0,4.604620346E0,6.258667624E0
7.241903525E1,-9.107310274E-1,-3.220483244E0,4.684864025E0,5.757507643E0
7.242903925E1,-1.151603568E0,-2.580382115E0,4.908735201E0,5.663942435E0
7.243904225E1,-1.546499662E0,-2.054254328E0,5.077876439E0,5.691788048E0
7.244904525E1,-1.962862347E0,-1.202450078E0,4.871752732E0,5.388199093E0
7.245904825E1,-2.088338333E0,-8.541963458E-2,4.303077388E0,4.783819448E0
7.246905225E1,-2.291831378E0,9.454895085E-1,4.098305265E0,4.789837943E0
7.247905525E1,-2.278955224E0,1.786224979E0,4.047353797E0,4.976475595E0
7.248905825E1,-1.489835465E0,2.538227198E0,3.389371297E0,4.488880129E0
7.249906125E1,1.936159283E-1,3.276511264E0,1.172157116E0,3.485249704E0
7.250906425E1,1.379323674E0,3.919587457E0,-3.600718322E-1,4.170773472E0
7.251906825E1,1.105707310E0,3.898009477E0,4.042905235E-1,4.071918144E0
7.252907125E1,1.055890203E-2,3.422851285E0,2.248678049E0,4.095433478E0
7.253907425E1,-8.451287761E-1,2.723056515E0,3.737557494E0,4.700916449E0
7.254907725E1,-1.462799986E0,1.978685498E0,5.098493721E0,5.661238233E0
7.255908025E1,-2.128080103E0,1.396800417E0,6.414008485E0,6.900672516E0
7.256908425E1,-3.388545378E0,1.123615578E0,7.544961734E0,8.346927537E0
7.257908725E1,-4.615835890E0,1.097325912E0,8.113766593E0,9.399110248E0
7.258909025E1,-5.390282062E0,1.384684401E0,8.372614059E0,1.005351470E1
7.259909325E1,-5.966066158E0,1.862119499E0,8.290730821E0,1.038256481E1
7.260909625E1,-6.287023333E0,2.366975700E0,7.985645328E0,1.043550515E1
7.261910025E1,-6.285491363E0,2.888501143E0,7.459782420E0,1.017345538E1
7.262910325E1,-6.231048523E0,3.415765044E0,6.707605369E0,9.771662413E0
7.263910625E1,-6.216241618E0,3.870700057E0,6.108351134E0,9.536033366E0
7.264910925E1,-6.359163941E0,4.061706957E0,5.689158397E0,9.450023952E0
7.265911325E1,-6.652454431E0,4.048828465E0,5.666636091E0,9.631143571E0
7.266911625E1,-6.897508315E0,4.081098078E0,5.767338009E0,9.873862982E0
7.267911925E1,-7.179252309E0,4.025386977E0,5.579924222E0,9.943890504E0
7.268912225E1,-7.231596583E0,3.763698934E0,5.178138061E0,9.657874123E0
7.269912525E1,-7.073561547E0,3.190919722E0,4.370812411E0,8.906247401E0
7.270912925E1,-6.637047018E0,2.168950971E0,2.139092165E0,7.302770483E0
7.271913225E1,-4.968874984E0,6.329926693E-1,-2.491269379E0,5.594356213E0
7.272913525E1,-1.637929358E0,-1.595794614E0,-8.712766474E0,9.007867265E0
7.273913825E1,4.666523649E0,-3.930281430E0,-2.463823016E1,2.538239430E1
7.274914125E1,1.591850784E1,-5.452872997E0,-3.485948121E1,3.870808890E1
7.275914525E1,2.174370405E1,-7.704871387E0,-1.194209012E1,2.597628198E1
7.276914825E1,1.995857484E1,-1.048939968E1,-2.844930031E0,2.272588485E1
7.277915125E1,1.130859927E1,-1.186939169E1,-8.774735266E0,1.859469966E1
7.278915425E1,5.146742606E0,-9.653436123E0,-9.930808153E0,1.477493618E1
7.279915725E1,4.176981890E0,-4.407384406E0,-5.834152973E0,8.420781194E0
7.280916125E1,2.641165091E0,-8.804328024E-2,-1.348266480E0,2.966703079E0
7.281916425E1,9.298695490E-1,1.933370746E0,1.190560642E0,2.453571776E0
7.282916725E1,-8.302259776E-1,1.641725662E0,1.936283244E0,2.670904552E0
7.283917025E1,-3.140397147E0,-7.352785975E-1,2.824487873E0,4.287243940E0
7.284917425E1,-4.457863711E0,-3.370643250E0,5.006405922E0,7.503191657E0
7.285917725E1,-5.407105671E0,-5.681675715E0,6.564662581E0,1.022805091E1
7.286918025E1,-5.197039186E0,-7.319170332E0,7.642961068E0,1.178958543E1
7.287918325E1,-3.935485159E0,-8.224296511E0,7.062044871E0,1.153254414E1
7.288918625E1,-2.149197323E0,-8.274786049E0,5.834830080E0,1.035067028E1
7.289919025E1,-7.735082781E-1,-7.274940823E0,5.942547487E0,9.425335521E0
7.290919325E1,-1.367664911E0,-4.677026417E0,7.073870280E0,8.589803499E0
7.291919625E1,-2.926008108E0,-2.187899458E0,7.139964867E0,8.020444239E0
7.292919925E1,-3.925176226E0,-2.532019794E-2,6.643737402E0,7.716663540E0
7.293920225E1,-4.728515536E0,1.899116002E0,6.722277203E0,8.435313365E0
7.294920625E1,-5.298455048E0,3.451690922E0,6.977844965E0,9.416905887E0
7.295920925E1,-5.508805708E0,4.278711163E0,7.065367259E0,9.928430090E0
7.296921225E1,-5.300889829E0,4.433274123E0,6.738666948E0,9.652097423E0
7.297921525E1,-4.677039281E0,4.158484223E0,6.198684769E0,8.808596956E0
7.298921825E1,-4.222226768E0,3.810499463E0,5.300109226E0,7.774204965E0
7.299922225E1,-3.765464208E0,3.330556494E0,3.980069886E0,6.411886116E0
7.300922488E1,-3.120739393E0,2.367426521E0,3.237041974E0,5.081551282E0
7.301922788E1,-2.197461703E0,8.673309463E-1,2.121379194E0,3.175114264E0
7.302923088E1,-8.725045627E-1,-8.391309947E-1,1.100609708E0,1.636076639E0
7.303923388E1,6.791769022E-1,-2.390345852E0,8.751007265E-1,2.634546609E0
7.304923788E1,2.040978810E0,-3.503486727E0,8.661427921E-1,4.146108668E0
7.305924088E1,3.324842887E0,-4.485913097E0,2.343419023E0,6.055543680E0
7.306924388E1,4.159542570E0,-4.075931479E0,3.462949736E0,6.775472875E0
7.307924688E1,4.535217989E0,-2.083198045E0,2.571846934E0,5.614473524E0
7.308925088E1,4.564017280E0,-4.054710764E-1,7.476840502E-1,4.642595391E0
7.309925388E1,4.130086344E0,8.281037307E-1,-1.721551850E0,4.550506540E0
7.310925688E1,3.471907378E0,2.141404738E0,-3.909473528E0,5.650109588E0
7.311925988E1,2.833506326E0,3.444414062E0,-4.743882019E0,6.511310386E0
7.312926288E1,2.239583290E0,4.567550168E0,-5.053749658E0,7.170678730E0
7.313926688E1,1.598281142E0,5.069086320E0,-5.250717795E0,7.471290122E0
7.314926988E1,1.423852268E0,4.707688631E0,-5.311679111E0,7.239034639E0
7.315927288E1,1.758214185E0,3.690930920E0,-4.874400351E0,6.361923212E0
7.316927588E1,2.538679188E0,2.431203271E0,-3.918597524E0,5.264128410E0
7.317927888E1,3.231901102E0,1.261894042E0,-2.852097256E0,4.491327205E0
7.318928288E1,3.276631717E0,4.104347777E-1,-1.983212120E0,3.851999796E0
7.319928588E1,2.453698387E0,-3.140171152E-1,-1.521971177E0,2.904417117E0
7.320928888E1,1.277497922E0,-9.257060391E-1,-1.134491399E0,1.943194109E0
7.321929188E1,6.633052200E-1,-1.095611508E0,-1.704651058E0,2.132175795E0
7.322929488E1,2.078129679E-1,-9.257528168E-1,-1.780188314E0,2.017244393E0
7.323929888E1,-9.920912325E-2,-3.874710077E-1,-1.696921039E0,1.743421133E0
7.324930188E1,-3.057301489E-1,2.844553471E-1,-1.648317521E0,1.700393019E0
7.325930488E1,-5.620390463E-1,8.110000402E-1,-1.545492772E0,1.833618516E0
7.326930788E1,-6.707253367E-1,1.294205756E0,-1.532469853E0,2.115018881E0
7.327931088E1,-7.353341460E-1,1.628967038E0,-1.546851665E0,2.363683564E0
7.328931488E1,-7.445069656E-1,1.735410921E0,-1.522447141E0,2.425651868E0
7.329931788E1,-6.978330284E-1,1.502083628E0,-1.363900765E0,2.145565533E0
7.330932088E1,-4.029222751E-1,9.622581536E-1,-1.122959228E0,1.532750645E0
7.331932388E1,1.326385322E-1,1.780430388E-1,-1.174607099E0,1.195405430E0
7.332932788E1,7.341784438E-1,-5.314662945E-1,-1.335336240E0,1.613876477E0
7.333933088E1,1.295290414E0,-1.064252890E0,-1.342513405E0,2.147732226E0
7.334933387E1,1.694759616E0,-1.339825732E0,-1.027516589E0,2.392307148E0
7.335933688E1,1.833800849E0,-1.270135692E0,-8.228163859E-1,2.377624242E0
7.336933988E1,2.151574508E0,-9.681924927E-1,-1.061809924E0,2.587297795E0
7.337934388E1,3.025034506E0,-5.780937463E-1,-1.873801067E0,3.605018250E0
7.338934688E1,3.659544528E0,-4.603922188E-1,-3.080489207E0,4.805584345E0
7.339934988E1,3.870942424E0,-8.350250798E-1,-5.004212632E0,6.381505010E0
7.340935288E1,3.241384993E0,-1.650256750E0,-8.279846229E0,9.043548949E0
7.341935588E1,2.809871003E0,-2.999956090E0,-1.099400270E1,1.173725721E1
7.342935988E1,3.609295311E0,-4.201142585E0,-1.082812421E1,1.216243748E1
7.343936288E1,5.340242175E0,-5.038252198E0,-8.157392085E0,1.097475363E1
7.344936588E1,7.111019980E0,-5.568475959E0,-5.713265882E0,1.068718563E1
7.345936888E1,7.905642554E0,-5.551076984E0,-5.524484432E0,1.112805320E1
7.346937188E1,7.857356247E0,-4.018552167E0,-6.952040033E0,1.123466374E1
7.347937588E1,7.548054326E0,-2.547086315E0,-7.208635737E0,1.074361215E1
7.348937888E1,6.952975003E0,-2.419325822E0,-6.070082277E0,9.541640198E0
7.349938188E1,5.807483822E0,-3.285863301E0,-4.427319903E0,8.007804162E0
7.350938488E1,4.328702811E0,-4.438368217E0,-2.321295351E0,6.620059861E0
7.351938788E1,3.504122905E0,-5.008814390E0,4.189687890E-1,6.127204401E0
7.352939188E1,3.203451474E0,-4.832530779E0,2.902713971E0,6.483918836E0
7.353939487E1,3.008243642E0,-4.737136379E0,4.149504070E0,6.979138550E0
7.354939788E1,2.151720981E0,-5.240031424E0,4.678608674E0,7.346918512E0
7.355940088E1,1.577403074E0,-5.933222347E0,5.090031631E0,7.974945134E0
7.356940388E1,1.014214173E0,-6.558601942E0,5.496266938E0,8.617008766E0
7.357940788E1,6.450332558E-1,-6.834199927E0,6.038279271E0,9.142383338E0
7.358941088E1,2.612565190E-2,-6.788257184E0,6.384458996E0,9.318928845E0
7.359941388E1,-8.104889935E-1,-6.272736247E0,6.331179167E0,8.949186671E0
7.360941687E1,-1.594446831E0,-5.399904824E0,6.175716906E0,8.357075571E0
7.361942088E1,-2.209159350E0,-4.183233733E0,5.753809891E0,7.448903124E0
7.362942388E1,-2.813964931E0,-3.035981956E0,6.004201698E0,7.292874817E0
7.363942688E1,-2.965279763E0,-1.638867543E0,6.154416668E0,7.025355181E0
7.364942988E1,-2.795594734E0,-4.023714674E-1,5.439764124E0,6.129297386E0
7.365943288E1,-3.017923415E0,7.057448959E-1,4.131421555E0,5.164744104E0
7.366943688E1,-3.491794635E0,1.791897363E0,2.381330907E0,4.590671282E0
7.367943988E1,-3.274803877E0,2.795350320E0,3.586097360E-1,4.320523671E0
7.368944288E1,-2.059923788E0,3.491691139E0,-2.771573203E0,4.910886992E0
7.369944588E1,-1.142417300E0,3.630683548E0,-3.489522407E0,5.163695086E0
7.370944888E1,-8.201474243E-1,3.118400214E0,-7.698824197E-2,3.225366473E0
7.371945288E1,-4.164199877E-1,2.578629119E0,3.479633888E0,4.350929296E0
7.372945587E1,-3.796512339E-1,2.251706614E0,5.690641251E0,6.131697610E0
7.373945888E1,-8.425396290E-1,1.970927997E0,7.008554542E0,7.329001771E0
7.374946188E1,-1.454683466E0,1.863340983E0,7.610510775E0,7.969191795E0
7.375946488E1,-2.237906016E0,1.686218296E0,8.318541933E0,8.777795587E0
7.376946888E1,-3.106648480E0,1.689665229E0,8.724258592E0,9.413762338E0
7.377947188E1,-4.170601993E0,1.739371825E0,8.636494224E0,9.747223595E0
7.378947488E1,-5.101066496E0,1.957934899E0,8.687124680E0,1.026257880E1
7.379947787E1,-5.624904513E0,2.349898322E0,8.701121160E0,1.062408031E1
7.380948088E1,-5.994061457E0,2.836839824E0,8.424138554E0,1.072112603E1
7.381948488E1,-6.127393761E0,3.438700163E0,8.018607252E0,1.066150437E1
7.382948788E1,-6.197521757E0,3.985660409E0,7.430580255E0,1.046462077E1
7.383949088E1,-6.462079614E0,4.261406329E0,6.940298824E0,1.039643230E1
7.384949388E1,-6.629486568E0,4.486209551E0,6.509868323E0,1.031768161E1
7.385949788E1,-6.791766683E0,4.505863797E0,6.118043479E0,1.019123934E1
7.386950088E1,-6.723632587E0,4.493213931E0,5.759968178E0,9.928415785E0
7.387950388E1,-6.430129259E0,4.299268219E0,5.320627105E0,9.388255551E0
7.388950688E1,-6.029302626E0,3.857806946E0,4.939568739E0,8.696809985E0
7.389950988E1,-5.255832939E0,3.239930499E0,4.162056580E0,7.446048918E0
7.390951388E1,-4.024621284E0,1.978240525E0,1.652213521E0,4.779207212E0
7.391951688E1,-1.594548280E0,-9.061354083E-1,-7.756331563E0,7.970216114E0
7.392951988E1,5.047173879E0,-5.192935610E0,-3.355195491E1,3.432454257E1
7.393952288E1,1.818539616E1,-7.242916793E0,-4.448911566E1,4.860503975E1
7.394952588E1,2.255373754E1,-8.827211688E0,-1.127465034E1,2.671532301E1
7.395952988E1,1.917508068E1,-1.062763137E1,-3.776723899E0,2.224621116E1
7.396953288E1,1.237063841E1,-1.219686734E1,-7.839565508E0,1.905925116E1
7.397953588E1,5.561762770E0,-1.204276631E1,-5.975174950E0,1.454868177E1
7.398953888E1,2.567987772E0,-6.912562557E0,-3.456882080E0,8.144207513E0
7.399954188E1,1.252889037E0,-1.462811973E0,-3.238281584E-1,1.953052607E0
7.400954588E1,8.980244431E-1,2.201207137E0,2.843887765E0,3.706677539E0
7.401954925E1,-3.550242233E-1,4.272396170E0,4.331556544E0,6.094406725E0
7.402955225E1,-2.925147690E0,3.948060474E0,4.795394820E0,6.865819834E0
7.403955525E1,-5.866254187E0,1.734100560E0,4.466869885E0,7.574494670E0
7.404955825E1,-8.588247678E0,-1.842105650E0,4.050712730E0,9.672622448E0
7.405956225E1,-1.046245337E1,-6.465356979E0,4.028959626E0,1.294203566E1
7.406956525E1,-1.034039859E1,-1.024023228E1,3.741123419E0,1.502605087E1
7.407956825E1,-8.653234802E0,-1.208999077E1,2.197293010E-1,1.486925117E1
7.408957125E1,-3.843686213E0,-1.064833402E1,9.852780569E-1,1.136361359E1
7.409957425E1,2.153231317E-1,-6.258571367E0,7.115060406E0,9.478405150E0
7.410957825E1,1.269975479E0,-2.427369252E0,8.845514642E0,9.260026376E0
7.411958125E1,1.175864543E0,-1.143288535E-1,9.288237745E0,9.363070485E0
7.412958425E1,8.031445983E-1,1.426723543E0,9.584555923E0,9.723388995E0
7.413958725E1,3.750497675E-1,2.645273345E0,9.772388370E0,1.013102699E1
7.414959025E1,3.195836645E-1,3.796602386E0,9.850263927E0,1.056144038E1
7.415959425E1,1.179418480E-1,4.569210777E0,9.846953233E0,1.085606215E1
7.416959725E1,-4.960690051E-2,4.856904897E0,8.968069943E0,1.019893448E1
7.417960025E1,-2.802248865E-2,4.702415028E0,7.577719005E0,8.918257547E0
7.418960325E1,1.318745935E-1,4.092973189E0,6.311739514E0,7.523820580E0
7.419960725E1,4.310155150E-1,3.104719484E0,5.118099436E0,6.001666375E0
7.420961025E1,9.253408805E-1,1.920937811E0,3.728764744E0,4.295339839E0
7.421961325E1,1.416389466E0,7.556005955E-1,2.703872970E0,3.144522288E0
7.422961625E1,1.872350957E0,-4.511910403E-1,2.015031205E0,2.787404208E0
7.423961925E1,2.810839010E0,-1.422320005E0,2.436847004E0,3.982716843E0
7.424962325E1,3.896686545E0,-2.284873776E0,4.399997619E0,6.305933178E0
7.425962625E1,4.351857492E0,-2.302459277E0,4.408571391E0,6.608743002E0
7.426962925E1,4.245812682E0,-1.192299896E0,2.138868947E0,4.901353358E0
7.427963225E1,4.189114863E0,-1.774717659E-1,-7.573693782E-1,4.260726222E0
7.428963525E1,3.253605382E0,4.299557072E-1,-4.288301182E0,5.400031196E0
7.429963925E1,1.008934430E0,9.715142959E-1,-1.023591820E1,1.033130244E1
7.430964225E1,-7.714994672E-1,1.526908566E0,-1.436723802E1,1.446873144E1
7.431964525E1,-2.473918936E-1,2.222402709E0,-1.159856737E1,1.181215652E1
7.432964825E1,8.850272521E-1,2.504617403E0,-6.899386441E0,7.393099136E0
7.433965125E1,1.133594144E0,2.219848645E0,-2.889562413E0,3.816062713E0
7.434965525E1,1.345226220E0,1.928703498E0,1.703241295E-1,2.357655844E0
7.435965825E1,1.673676310E0,1.439838263E0,1.559541438E0,2.703053110E0
7.436966125E1,1.782375757E0,9.630872887E-1,1.351508469E0,2.435359441E0
7.437966425E1,1.762620939E0,7.128440005E-1,-5.910847977E-2,1.902228418E0
7.438966725E1,1.576431267E0,7.255961931E-1,-6.462104465E-1,1.851813521E0
7.439967125E1,1.188741281E0,8.891796523E-1,-8.704691470E-1,1.720890125E0
7.440967425E1,6.705879271E-1,1.060215388E0,-9.337833828E-1,1.563872195E0
7.441967725E1,1.642509189E-1,1.138904877E0,-7.759880823E-1,1.387890553E0
7.442968025E1,-5.790906966E-2,1.285931945E0,-9.030422312E-1,1.572405705E0
7.443968325E1,-2.458137301E-1,1.409080739E0,-8.523699680E-1,1.665072816E0
7.444968725E1,-2.924221784E-1,1.557533943E0,-5.432478493E-1,1.675273393E0
7.445969025E1,-4.374597314E-1,1.523751070E0,-1.901549613E-1,1.596667545E0
7.446969325E1,-6.241154265E-1,1.378568798E0,-3.105660886E-2,1.513583995E0
7.447969625E1,-6.236108118E-1,1.202469374E0,5.384437770E-2,1.355626149E0
7.448970025E1,-5.070649865E-1,8.692663747E-1,9.605074972E-2,1.010922686E0
7.449970325E1,-2.174483022E-1,3.504552090E-1,5.492523551E-2,4.160761939E-1
7.450970625E1,2.052255750E-1,-2.700507313E-1,-3.100398391E-1,4.595319749E-1
7.451970925E1,4.467290300E-1,-1.009971433E0,-6.390746507E-1,1.275941038E0
7.452971225E1,8.525921622E-1,-1.532137147E0,-1.017007680E0,2.026983535E0
7.453971625E1,1.315519734E0,-1.823062438E0,-8.897985801E-1,2.417827607E0
7.454971925E1,1.393078664E0,-1.726837733E0,-5.008882803E-1,2.274538589E0
7.455972225E1,1.596815245E0,-1.142921914E0,-1.960425520E0,2.774771639E0
7.456972525E1,2.188267541E0,-4.118158901E-1,-4.250998285E0,4.798863780E0
7.457972825E1,3.139495214E0,8.279131114E-2,-6.336890727E0,7.072444322E0
7.458973225E1,4.531980093E0,-2.486844206E-1,-8.101383945E0,9.286178403E0
7.459973525E1,5.066548043E0,-1.168851392E0,-9.612108588E0,1.092834636E1
7.460973825E1,5.394882651E0,-2.375013868E0,-8.995617346E0,1.075483989E1
7.461974125E1,6.032763593E0,-3.351476662E0,-6.792302288E0,9.683078165E0
7.462974425E1,6.876938396E0,-4.277357533E0,-4.933939040E0,9.483239088E0
7.463974825E1,7.845391089E0,-4.987197234E0,-4.118231991E0,1.016770044E1
7.464975125E1,8.468901329E0,-5.102205534E0,-5.104565470E0,1.112705620E1
7.465975425E1,7.467695457E0,-4.020157812E0,-7.938922566E0,1.161699771E1
7.466975725E1,6.756297473E0,-2.628675438E0,-9.338082919E0,1.182189844E1
7.467976025E1,6.509796987E0,-2.228756293E0,-7.360648726E0,1.007590994E1
7.468976425E1,5.706922238E0,-2.949224478E0,-4.823940634E0,8.033510422E0
7.469976725E1,4.614831046E0,-4.054470443E0,-2.746179330E0,6.728810970E0
7.470977025E1,3.833222035E0,-4.482910552E0,-3.453630151E-1,5.908413814E0
7.471977325E1,3.471084674E0,-4.156509619E0,2.146401623E0,5.825121540E0
7.472977625E1,3.327457177E0,-3.906329480E0,3.908703450E0,6.450530516E0
7.473978025E1,2.527035920E0,-4.475589838E0,4.630774941E0,6.918156654E0
7.474978325E1,1.543397422E0,-5.282309132E0,4.835336273E0,7.325663262E0
7.475978625E1,9.948952648E-1,-5.806519032E0,5.147811477E0,7.823390752E0
7.476978925E1,4.923756114E-1,-6.131427755E0,5.230601034E0,8.074405690E0
7.477979225E1,-3.141007304E-2,-6.105404722E0,5.227155855E0,8.037419470E0
7.478979625E1,-5.132764837E-1,-5.772942565E0,5.009776257E0,7.660820893E0
7.479979925E1,-1.026060340E0,-5.210014742E0,4.984981724E0,7.283343753E0
7.480980225E1,-1.232508860E0,-4.470491651E0,5.174122778E0,6.948087522E0
7.481980525E1,-1.534100057E0,-3.829832697E0,5.465950295E0,6.848189111E0
7.482980925E1,-2.020169739E0,-3.102750142E0,6.603209181E0,7.570370909E0
7.483981225E1,-2.511249899E0,-1.770230505E0,6.818730533E0,7.478982430E0
7.484981525E1,-3.008039866E0,-2.105728537E-1,5.833541354E0,6.566799029E0
7.485981825E1,-3.594632540E0,1.053516233E0,4.724797000E0,6.029509619E0
7.486982125E1,-3.694553270E0,2.224844506E0,3.823911806E0,5.763849273E0
