"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.949792500E-1,1.213686234E0,-1.037052082E0,-5.458780439E0,5.687424301E0
6.049832500E-1,1.083956180E0,4.041244626E-2,7.092861452E0,7.175324225E0
6.149862500E-1,-2.277996646E-1,-4.842555830E-1,4.915013942E0,4.944062925E0
6.249902500E-1,-7.389374196E-1,-6.172423169E-1,4.303071249E0,4.409471483E0
6.349942500E-1,-1.050781929E0,3.104652241E-2,-4.484177059E-1,1.142884503E0
6.449972500E-1,-9.013395951E-1,9.171477619E-1,-3.503251669E0,3.731801889E0
6.550012500E-1,-2.959444680E-1,8.959333326E-1,-5.510099697E0,5.590302168E0
6.650042500E-1,1.582202469E-1,9.625130922E-1,-7.589862503E0,7.652285796E0
6.750082500E-1,-5.314913279E-1,1.693474690E0,-4.905714530E0,5.216931532E0
6.850122500E-1,1.165009187E0,1.434396552E0,-1.961892294E0,2.695136592E0
6.950152500E-1,4.584635732E0,-6.989788634E-1,3.913878236E0,6.068434649E0
7.050192500E-1,4.660717071E0,-2.013965258E0,-3.313707157E0,6.062919660E0
7.150232500E-1,3.808744129E0,-1.772989368E0,-9.032446033E0,9.961681810E0
7.250262500E-1,2.570462898E0,-1.974135194E0,-7.041149261E0,7.751275520E0
7.350302500E-1,6.268437374E-1,-3.454956007E0,-8.140165603E0,8.865210100E0
7.450332500E-1,-8.045097770E-1,-4.572063634E0,-1.028845778E1,1.128730992E1
7.550372500E-1,-1.457141636E0,-5.534196657E0,-1.153673892E1,1.287815745E1
7.650406250E-1,-2.199295389E0,-6.468737254E0,-1.168450273E1,1.353547435E1
7.750436250E-1,-3.198231665E0,-7.447370535E0,-1.187931559E1,1.438089540E1
7.850476250E-1,-3.819333436E0,-8.629045456E0,-1.205566527E1,1.530969623E1
7.950516250E-1,-3.720961635E0,-9.133701682E0,-1.170809391E1,1.530847886E1
8.050546250E-1,-2.856559559E0,-9.032636068E0,-1.102367381E1,1.453512405E1
8.150586250E-1,-1.807678413E0,-8.803268509E0,-1.027356726E1,1.364959420E1
8.250616250E-1,-8.873839724E-1,-9.030113579E0,-9.910783778E0,1.343703973E1
8.350656250E-1,7.599509239E-2,-9.251391515E0,-9.193249726E0,1.304261710E1
8.450696250E-1,1.194127151E0,-8.997700709E0,-7.805190897E0,1.197103014E1
8.550726250E-1,2.373720464E0,-8.473634650E0,-6.483951709E0,1.093062957E1
8.650766250E-1,3.504145124E0,-8.278030084E0,-4.915755368E0,1.024546075E1
8.750806250E-1,4.169133173E0,-8.625387438E0,-3.147252715E0,1.008385737E1
8.850836250E-1,4.880068642E0,-8.456605219E0,-1.614914424E0,9.896322063E0
8.950876250E-1,5.887163830E0,-7.266818456E0,-7.230795515E-1,9.380202155E0
9.050906250E-1,6.732608063E0,-5.423182590E0,4.064153286E-1,8.654715140E0
9.150946250E-1,7.744093925E0,-3.694300670E0,1.774119927E0,8.761640810E0
9.250986250E-1,8.995969933E0,-2.653529028E0,3.461266322E0,9.997452470E0
9.351016250E-1,9.228893183E0,-2.863175683E0,6.246945348E0,1.150628396E1
9.451056250E-1,9.673142994E0,-3.689366789E0,6.192520634E0,1.206351667E1
9.551096250E-1,8.605265999E0,-4.765033737E0,8.398949919E0,1.293439249E1
9.651126250E-1,7.948735948E0,-4.925690957E0,8.995916723E0,1.297579871E1
9.751166250E-1,8.583847649E0,-4.382079119E0,8.170948269E0,1.263524647E1
9.851196250E-1,9.788378751E0,-3.905735988E0,7.379501903E0,1.286562010E1
9.951236250E-1,1.243537059E1,-2.373562589E0,5.867249383E0,1.395338154E1
1.005127625E0,1.494443889E1,-6.374435699E-1,4.106016573E0,1.551134940E1
1.015130625E0,1.633264624E1,5.111448812E-1,2.848027886E0,1.658697879E1
1.025134625E0,1.661465862E1,1.572848970E0,2.223290316E0,1.683638188E1
1.035138625E0,1.632756034E1,2.850960850E0,2.902091242E0,1.682674472E1
1.045141625E0,1.575401280E1,3.559808278E0,3.508435811E0,1.652786363E1
1.055145625E0,1.426802948E1,3.402319956E0,2.968451293E0,1.496543181E1
1.065148625E0,1.262024435E1,3.537201188E0,2.970703640E0,1.343902674E1
1.075152625E0,1.173917069E1,4.318982107E0,3.569901742E0,1.300791810E1
1.085156625E0,1.110898936E1,5.005306061E0,3.103764049E0,1.257362655E1
1.095159625E0,1.008136460E1,5.520458039E0,2.898626767E0,1.185375073E1
1.105163625E0,9.232910805E0,5.842651316E0,2.952264445E0,1.131808649E1
1.115167625E0,9.039145188E0,6.198857846E0,1.973358684E0,1.113670188E1
1.125170625E0,8.905466144E0,6.983962322E0,1.530509866E0,1.142039918E1
1.135174625E0,8.912339546E0,7.125658484E0,1.875459922E0,1.156382960E1
1.145178625E0,8.891049834E0,6.602151420E0,2.337416271E0,1.131824568E1
1.155181625E0,8.453572268E0,5.690754687E0,2.246447629E0,1.043523358E1
1.165185625E0,7.884360443E0,4.918957888E0,1.583803729E0,9.426967728E0
1.175188625E0,7.029709184E0,4.480769886E0,6.869045824E-1,8.364565015E0
1.185192625E0,6.136908351E0,4.067029093E0,-1.454325324E-1,7.363662157E0
1.195196625E0,5.670047942E0,3.275241249E0,-1.224654880E0,6.661563516E0
1.205199625E0,5.436377417E0,2.305604494E0,-3.128580217E0,6.682666060E0
1.215203625E0,5.034029338E0,1.845087730E0,-4.889057567E0,7.255941290E0
1.225207625E0,5.031548365E0,1.668916969E0,-5.845500664E0,7.891238231E0
1.235210625E0,4.727426493E0,1.099406936E0,-7.681386631E0,9.086306038E0
1.245214625E0,4.574714177E0,1.027720072E0,-7.894477295E0,9.181883800E0
1.255218625E0,4.826265487E0,1.138098546E0,-5.311121287E0,7.266093598E0
1.265221625E0,5.438447331E0,7.116722184E-1,-2.534279158E0,6.041999468E0
1.275225625E0,5.810388719E0,3.080605567E-1,-1.025994997E0,5.908314828E0
1.285228625E0,4.178572333E0,-3.545640475E-1,1.656046955E-1,4.196856838E0
1.295232625E0,1.923427556E0,-1.236024790E0,-1.110830641E-1,2.289032610E0
1.305236625E0,3.612275344E-1,-1.468591361E0,3.656351656E-1,1.555935407E0
1.315239625E0,-1.673037502E0,-2.074607901E0,6.213192880E-2,2.665879368E0
1.325243625E0,-3.289474542E0,-2.274831768E0,-6.225647449E-2,3.999922274E0
1.335247625E0,-5.612721840E0,-2.728257321E0,5.963890994E-1,6.269107944E0
1.345250625E0,-7.154580567E0,-3.094598538E0,2.216444396E0,8.104146405E0
1.355254625E0,-5.986986911E0,-2.315853494E0,3.182333670E0,7.164805459E0
1.365258625E0,-2.044855514E0,5.910707644E-1,4.207337126E0,4.715133551E0
1.375261625E0,-4.327010334E0,-2.410111195E-1,2.887311235E0,5.207463006E0
1.385265625E0,-7.833723555E0,-2.908453013E0,1.494526686E0,8.488812266E0
1.395268625E0,-7.805340586E0,-3.214611178E0,2.763930307E0,8.882363279E0
1.405272625E0,-8.265463248E0,-2.847816509E0,1.957286443E0,8.958733827E0
1.415276625E0,-8.267446039E0,-2.450503761E0,1.913974947E-1,8.625095112E0
1.425279625E0,-7.387881548E0,-2.291394591E0,-5.681347686E-1,7.755904851E0
1.435283625E0,-4.914572477E0,-1.479138861E0,-4.390908122E-1,5.151084851E0
1.445287625E0,-2.892606474E0,-2.894921386E-1,-5.909932888E-1,2.966521697E0
1.455290625E0,-2.257680715E0,5.646597683E-1,-1.628539022E0,2.840440496E0
1.465294625E0,-1.499531318E0,1.497629803E0,-2.123526877E0,3.000142596E0
1.475298625E0,-1.304764658E0,1.978976981E0,-1.372890713E0,2.739268080E0
1.485301625E0,-1.195806472E0,2.350236291E0,-6.874103665E-1,2.725086559E0
1.495305625E0,-1.557321689E0,2.479793633E0,4.618247867E-1,2.964440831E0
1.505309625E0,-2.147787559E0,1.229431470E0,1.232507836E0,2.764700473E0
1.515312625E0,-2.779840581E0,-2.009395659E-3,2.643980525E0,3.836424209E0
1.525316625E0,-3.066267609E0,-4.783022404E-1,4.130122304E0,5.166108819E0
1.535319625E0,-4.167145704E0,-6.083984032E-1,4.839816409E0,6.415533868E0
1.545323625E0,-5.858003765E0,-2.047357537E0,2.633272519E0,6.741068547E0
1.555327625E0,-4.590387053E0,-1.805384551E0,-7.958979978E-1,4.996450770E0
1.565330625E0,-4.438974574E0,-1.503963800E0,-2.626320180E0,5.372518968E0
1.575334625E0,-4.386002308E0,-2.384079391E0,-2.943322883E0,5.795170436E0
1.585338625E0,-2.951338246E0,-3.171475391E0,-1.281712887E0,4.517902337E0
1.595341625E0,-3.787995869E-1,-2.275458589E0,1.579015298E0,2.795440972E0
1.605345625E0,2.635489783E0,-1.439359376E0,4.728609677E0,5.601545437E0
1.615349625E0,5.040232649E0,-2.523013328E0,2.786737956E0,6.287722151E0
1.625352625E0,6.606588871E0,-2.493268542E0,3.549588515E0,7.903352653E0
1.635356625E0,5.155125759E0,-7.309493190E-1,-1.483029306E0,5.413777279E0
1.645360625E0,4.213076168E0,3.194567800E-2,-6.140941760E0,7.447294611E0
1.655363625E0,3.683178096E0,-3.146801895E-1,-7.463355653E0,8.328655481E0
1.665367625E0,2.636520647E0,1.128074080E-1,-5.386773148E0,5.998440762E0
1.675370625E0,1.628770571E0,-5.546464115E-1,-3.403326262E0,3.813548985E0
1.685374625E0,1.426491993E0,8.422820592E-1,-2.230953092E0,2.778753349E0
1.695378625E0,2.583284088E0,2.352841811E0,-2.659123644E0,4.390917879E0
1.705381625E0,3.419836460E0,1.797580857E0,-8.931650560E0,9.731441830E0
1.715385625E0,2.493864958E0,2.292020828E-1,-1.160322994E1,1.187041874E1
1.725389625E0,-4.348790628E-1,1.198303233E0,-2.439724857E0,2.752691013E0
1.735392625E0,-1.728976060E0,1.552623451E0,5.297803668E0,5.785042913E0
1.745396625E0,-9.846591291E-1,1.528724127E0,8.372508225E0,8.567697767E0
1.755400625E0,2.542469645E0,3.519450796E-1,4.240763319E0,4.957024386E0
1.765404125E0,4.537344329E0,3.496360141E-1,-6.295007122E-1,4.594127779E0
1.775408125E0,4.562713936E0,-2.810165995E-1,-3.482056097E0,5.746480963E0
1.785412125E0,3.203082223E0,-9.814551473E-1,-3.347500556E0,4.735900115E0
1.795415125E0,1.311890367E0,-7.722756851E-1,-2.013269439E0,2.524028507E0
1.805419125E0,2.618019180E-1,4.297013533E-1,-8.642541414E-1,1.000059357E0
1.815423125E0,1.002828182E-1,2.290751397E0,6.555512273E-1,2.384815720E0
1.825426125E0,5.084237333E-1,3.884777228E0,9.163610190E-1,4.023643414E0
1.835430125E0,3.822644276E-1,4.460345562E0,1.357763820E0,4.678069176E0
1.845434125E0,-1.966477096E-2,3.809671497E0,2.117729947E0,4.358757134E0
1.855437125E0,1.171198757E-1,2.919752172E0,2.318174254E0,3.729960011E0
1.865441125E0,5.713011090E-1,1.791514370E0,2.072180137E0,2.798184986E0
1.875444125E0,8.368335506E-1,7.653484887E-1,1.301297697E0,1.726100923E0
1.885448125E0,1.364282881E0,-8.725682974E-2,7.664587288E-1,1.567271679E0
1.895452125E0,2.289412677E0,-6.206521207E-1,8.825989035E-1,2.530928740E0
1.905455125E0,3.565949316E0,-1.458099702E0,9.648981714E-1,3.971533425E0
1.915459125E0,4.924905092E0,-2.221251976E0,1.780586509E0,5.688509367E0
1.925463125E0,6.475853316E0,-2.569957114E0,1.434664939E0,7.113340932E0
1.935466125E0,7.108071814E0,-3.898666704E0,1.195532822E0,8.194729142E0
1.945470125E0,7.817139682E0,-7.487086578E0,6.168240656E0,1.245838397E1
1.955474125E0,9.899920821E0,-7.628564638E0,-5.253904527E-1,1.250917527E1
1.965477125E0,1.100685839E1,-8.437825717E0,-4.184110231E0,1.448635954E1
1.975481125E0,1.083289203E1,-1.083780486E1,-4.548563674E0,1.598433593E1
1.985485125E0,8.793164520E0,-1.185888541E1,-8.374602697E0,1.697312216E1
1.995488125E0,8.305374588E0,-8.328375780E0,-1.034172240E1,1.566181064E1
2.005492125E0,6.423676856E0,-8.985369515E0,-1.120259978E1,1.573209241E1
2.015496125E0,1.584681542E0,-1.136133765E1,-1.361879441E1,1.780625649E1
2.025499125E0,-9.247211487E-1,-9.077295347E0,-1.197169107E1,1.505236815E1
2.035503125E0,-1.763504161E0,-7.624979126E0,-9.367313150E0,1.220642492E1
2.045507125E0,-9.446576690E-1,-6.303991368E0,-6.405459271E0,9.036735791E0
2.055510125E0,4.314039163E-3,-4.447428478E0,-3.321886827E0,5.551087350E0
2.065514125E0,-2.825433806E-1,-3.740299546E0,-2.218193883E0,4.357758089E0
2.075518125E0,-7.513772247E-1,-2.884368916E0,-1.397354733E0,3.291922239E0
2.085521125E0,-7.421711491E-1,-1.343328799E0,1.794225140E0,2.361057841E0
2.095525125E0,-9.070086899E-1,-4.371588922E-1,3.953659183E0,4.079852153E0
2.105529125E0,-1.239440734E0,-2.323420376E-1,4.984561894E0,5.141600279E0
2.115532125E0,-1.826768549E0,-7.623038435E-1,5.416920222E0,5.767253694E0
2.125536125E0,-3.179145768E0,-1.248029124E0,5.822697108E0,6.750433032E0
2.135539125E0,-4.400989599E0,-1.627211704E0,5.773167683E0,7.439488724E0
2.145543125E0,-5.040077698E0,-2.125346530E0,5.610943701E0,7.835953694E0
2.155547125E0,-5.304183565E0,-2.281371878E0,6.497959299E0,8.692669095E0
2.165550125E0,-5.046275747E0,-1.582397473E0,6.905609633E0,8.698064444E0
2.175554125E0,-4.631464328E0,-9.371893859E-1,5.660828637E0,7.373856971E0
2.185558125E0,-4.281383633E0,-6.093208015E-2,4.385204748E0,6.128946012E0
2.195561125E0,-3.912762295E0,9.351615715E-1,3.737133279E0,5.490938088E0
2.205565125E0,-3.108486260E0,1.882816889E0,3.202281446E0,4.843789088E0
2.215569125E0,-2.062765243E0,2.683179089E0,1.948926240E0,3.905478711E0
2.225572125E0,-1.209788918E0,3.342170818E0,6.666293621E-1,3.616364157E0
2.235576125E0,-1.480115346E0,3.416907590E0,9.914550555E-1,3.853437692E0
2.245580125E0,-1.954982640E0,3.107352485E0,1.912732706E0,4.139582466E0
2.255583125E0,-2.263527638E0,2.717319227E0,3.043812254E0,4.666066244E0
2.265587125E0,-2.597990420E0,2.350407615E0,4.308761759E0,5.553323156E0
2.275591125E0,-3.466526770E0,2.001867369E0,5.438242679E0,6.752685706E0
2.285594125E0,-4.792431743E0,1.725959482E0,6.320427307E0,8.117520526E0
2.295598125E0,-5.945617275E0,1.592312597E0,6.884432187E0,9.234783740E0
2.305602125E0,-6.738566376E0,1.727021921E0,6.963891170E0,9.843102242E0
2.315605125E0,-7.208753850E0,2.103715340E0,6.400764542E0,9.867194993E0
2.325609125E0,-7.419978669E0,2.804650902E0,5.214716488E0,9.492914103E0
2.335613125E0,-7.561502337E0,3.544188026E0,3.775359744E0,9.164656434E0
2.345616125E0,-7.701783473E0,4.078764455E0,2.615796069E0,9.099240475E0
2.355620125E0,-7.751149760E0,4.307736157E0,2.028618965E0,9.096824078E0
2.365624125E0,-7.761716849E0,4.131377116E0,1.925478613E0,9.001110665E0
2.375627125E0,-7.687879379E0,3.557432554E0,1.950953762E0,8.692815212E0
2.385631125E0,-7.527539955E0,2.732026144E0,1.478546684E0,8.143336228E0
2.395635125E0,-7.123817196E0,1.820820615E0,-5.043071473E-1,7.370107520E0
2.405638125E0,-6.134455444E0,7.907587337E-1,-4.502970010E0,7.650724271E0
2.415642125E0,-2.774354431E0,-2.817627043E-1,-1.188416059E1,1.220695317E1
2.425646125E0,4.612806155E0,-1.014879001E0,-1.739317680E1,1.802305632E1
2.435649125E0,1.109581442E1,-1.770626947E0,-8.574811946E0,1.413434177E1
2.445653125E0,1.255450293E1,-2.578938437E0,-4.773314564E0,1.367665892E1
2.455657125E0,1.417017048E1,-3.125843135E0,-9.251096231E0,1.720893396E1
2.465660125E0,1.576946699E1,-4.706781144E0,-1.098522135E1,1.978648443E1
2.475664125E0,1.465609398E1,-6.586332362E0,-9.061189191E0,1.844684294E1
2.485668125E0,1.109209676E1,-6.489310682E0,-6.391258138E0,1.435248913E1
2.495671125E0,6.258511140E0,-5.251186742E0,-4.303196379E0,9.233711224E0
2.505675125E0,2.132457329E0,-3.047088157E0,-2.577864304E0,4.525207715E0
2.515679125E0,-5.924457371E-2,1.703445947E-1,-3.688015790E-1,4.105384332E-1
2.525682125E0,-3.138118780E-1,1.114464101E0,1.804657742E0,2.144130987E0
2.535686125E0,-1.320171486E0,-7.959504765E-1,2.703946645E0,3.112509819E0
2.545690125E0,-2.740575943E0,-4.287571449E0,1.995682769E0,5.465965161E0
2.555693125E0,-2.987479886E0,-7.858599365E0,6.236048184E-2,8.407526918E0
2.565697125E0,-1.656466493E0,-1.014145293E1,-2.674493051E-1,1.027932283E1
2.575701125E0,1.160372930E0,-1.118241168E1,1.999509187E0,1.141888056E1
2.585704125E0,3.910405574E0,-1.161243463E1,5.244620318E0,1.332838895E1
2.595708125E0,3.125626788E0,-9.652157337E0,7.005400554E0,1.232920602E1
2.605712125E0,-6.310402840E-1,-5.254510299E0,8.427863231E0,9.951731958E0
2.615715125E0,-3.243766272E0,-1.190173264E0,8.274933983E0,8.967333185E0
2.625719125E0,-4.917297279E0,1.987703074E0,7.354703861E0,9.067659286E0
2.635723125E0,-7.242725004E0,4.541392064E0,7.858078963E0,1.161166277E1
2.645726125E0,-8.469480203E0,5.332727918E0,6.292663558E0,1.182233888E1
2.655730125E0,-7.916899028E0,5.142299892E0,3.205040163E0,9.969594819E0
2.665734125E0,-7.447691547E0,5.088261094E0,2.167245923E0,9.276608499E0
2.675737125E0,-7.131569434E0,4.999626076E0,1.864511011E0,8.906848197E0
2.685741125E0,-7.363457143E0,4.377740777E0,1.429410338E0,8.684948436E0
2.695745125E0,-7.379507750E0,2.883915172E0,1.339820470E0,8.035497511E0
2.705748125E0,-6.716258079E0,6.084138983E-1,1.417981955E0,6.891223613E0
2.715752125E0,-5.521432185E0,-1.642725536E0,1.231982026E0,5.890886204E0
2.725756125E0,-4.545904360E0,-3.801043346E0,1.428142077E0,6.095306946E0
2.735759125E0,-3.772610383E0,-5.677662771E0,2.375067662E0,7.218683401E0
2.745763125E0,-3.501020957E0,-6.378525242E0,3.812531371E0,8.214507134E0
2.755767125E0,-3.320939286E0,-5.739528067E0,4.536473971E0,8.034327368E0
2.765770000E0,-3.001376964E0,-4.639163942E0,4.466800303E0,7.105097516E0
2.775774000E0,-2.784485317E0,-3.360951490E0,4.209623387E0,6.063850465E0
2.785778000E0,-2.806489851E0,-2.120705595E0,4.258564582E0,5.523508831E0
2.795781000E0,-2.785867014E0,-1.096824220E0,4.303743094E0,5.242736213E0
2.805785000E0,-2.223815981E0,3.659012139E-2,4.169717309E0,4.725805624E0
2.815789000E0,-1.377901339E0,9.777445042E-1,3.988733706E0,4.331811745E0
2.825792000E0,-1.624336043E-1,1.644167460E0,3.490804701E0,3.862044637E0
2.835796000E0,9.783336112E-1,1.949254122E0,2.870785834E0,3.605293274E0
2.845799000E0,2.055856465E0,1.899370941E0,2.073487428E0,3.483318230E0
2.855803000E0,3.223414453E0,1.687580697E0,1.085338389E0,3.796878819E0
2.865807000E0,4.372242056E0,1.922586726E0,5.656011701E-2,4.776613796E0
2.875811000E0,5.122835096E0,1.710159720E0,-6.353666389E-1,5.437993789E0
2.885814000E0,5.098222411E0,1.399911135E0,-1.150294961E0,5.410619321E0
2.895818000E0,4.662704832E0,1.273890774E0,-1.519754498E0,5.066879492E0
2.905822000E0,4.028503543E0,1.346566987E0,-1.778848424E0,4.605039106E0
2.915825000E0,3.349472821E0,1.685700232E0,-1.902072062E0,4.204572699E0
2.925829000E0,2.899814629E0,2.043146957E0,-2.090010344E0,4.117222074E0
2.935833000E0,2.921980838E0,2.254592800E0,-2.691126917E0,4.567638865E0
2.945836000E0,3.333143887E0,2.419126432E0,-3.494909447E0,5.401519500E0
2.955840000E0,3.829813986E0,2.491693887E0,-4.316352322E0,6.285452327E0
2.965844000E0,4.534961296E0,2.414933394E0,-4.931386730E0,7.121541430E0
2.975847000E0,5.208117321E0,2.246040663E0,-5.383171263E0,7.819700603E0
2.985851000E0,5.378066059E0,1.936078591E0,-5.675521520E0,8.055031929E0
2.995855000E0,5.171610230E0,1.405253152E0,-5.645646926E0,7.784190260E0
3.005858000E0,4.983380756E0,9.824368948E-1,-5.350932055E0,7.377786922E0
3.015862000E0,4.652067870E0,9.974589765E-1,-5.222177535E0,7.064545143E0
3.025866000E0,4.072511442E0,1.576519268E0,-5.846965392E0,7.297791908E0
3.035869000E0,3.868683352E0,2.348648772E0,-5.374060131E0,7.025908071E0
3.045873000E0,3.950486191E0,2.717228596E0,-4.059651076E0,6.282550378E0
3.055877000E0,3.988516189E0,2.548087358E0,-3.094826580E0,5.654994442E0
3.065880000E0,4.005453234E0,2.285148010E0,-2.449924009E0,5.221846866E0
3.075884000E0,4.009180542E0,2.148099216E0,-1.765845971E0,4.879146529E0
3.085888000E0,3.905467601E0,2.026611616E0,-1.135262354E0,4.544078833E0
3.095891000E0,4.052702245E0,1.978376765E0,-4.856381571E-1,4.535880789E0
3.105895000E0,4.441223997E0,1.919449110E0,4.012812540E-1,4.854871999E0
3.115899000E0,4.928543229E0,1.709707730E0,1.431551296E0,5.409526597E0
3.125902000E0,5.590048091E0,1.099381208E0,2.339119857E0,6.158632836E0
3.135906000E0,6.591513580E0,8.513896823E-2,3.173441225E0,7.316148517E0
3.145910000E0,7.723598850E0,-1.157616552E0,3.547015155E0,8.577608745E0
3.155913000E0,8.669915739E0,-2.306372234E0,3.497079933E0,9.628933475E0
3.165917000E0,9.383149749E0,-2.968824930E0,3.044207234E0,1.030168037E1
3.175921000E0,9.979835887E0,-3.303886174E0,2.039716688E0,1.070855884E1
3.185924000E0,1.032687398E1,-3.599554142E0,7.847980821E-1,1.096435243E1
3.195928000E0,9.862330241E0,-3.535433575E0,-2.049777992E-1,1.047887705E1
3.205932000E0,8.294749027E0,-2.842871227E0,-6.120257235E-1,8.789730014E0
3.215935000E0,6.139305124E0,-2.773263048E0,-4.496885982E0,8.099632021E0
3.225939000E0,-6.514564222E-1,-6.256414329E0,-3.135226747E1,3.197705101E1
3.235943000E0,-4.769763842E-1,-6.007403049E0,-2.201009851E1,2.282018480E1
3.245946000E0,2.990027811E0,-4.332686811E0,-2.329340681E0,5.756584866E0
3.255950000E0,2.004841555E0,-5.025783010E0,1.473755622E0,5.608015706E0
3.265954000E0,5.375275183E-1,-5.983796670E0,2.577233389E0,6.537345819E0
